Type1,fileid
Grass,resize_Shiftry-23.png
Psychic,resize_Alakazam-11.png
Poison,resize_Zubat-16.jpg
Dragon,resize_AltariaMega Altaria-30.png
Bug,resize_Karrablast-8.png
Normal,resize_Glameow-33.jpg
Grass,resize_Sunflora-30.jpg
Bug,resize_Pinsir-21.png
Bug,resize_Cascoon-3.svg
Fairy,resize_Togekiss-6.png
Normal,resize_Patrat-15.jpg
Fire,resize_Blaziken-10.jpg
Psychic,resize_Mewtwo-29.png
Normal,resize_Bunnelby-11.png
Rock,resize_AerodactylMega Aerodactyl-33.png
Ghost,resize_Gastly-33.jpg
Water,resize_Magikarp-12.jpg
Rock,resize_Cradily-10.png
Psychic,resize_HoopaHoopa Unbound-29.png
Ghost,resize_BanetteMega Banette-12.png
Ground,resize_Stunfisk-15.jpg
Fire,resize_Pyroar-12.png
Fighting,resize_MedichamMega Medicham-21.png
Water,resize_Poliwrath-2.png
Ghost,resize_Gastly-27.jpg
Ice,resize_Froslass-6.png
Dark,resize_Deino-18.png
Water,resize_Shellder-14.png
Dragon,resize_AltariaMega Altaria-24.png
Water,resize_Poliwag-14.jpg
Fighting,resize_Throh-29.png
Electric,resize_Rotom-13.jpg
Water,resize_BlastoiseMega Blastoise-0.jpg
Water,resize_Slowbro-8.png
Fire,resize_Cyndaquil-6.png
Water,resize_Simipour-2.png
Grass,resize_Gogoat-25.png
Dragon,resize_Dratini-22.jpg
Normal,resize_Deerling-6.png
Poison,resize_Dragalge-28.png
Fire,resize_Delphox-0.png
Grass,resize_Vileplume-1.png
Fire,resize_Entei-34.jpg
Psychic,resize_DeoxysDefense Forme-6.png
Grass,resize_AbomasnowMega Abomasnow-5.png
Water,resize_Dewott-14.png
Fire,resize_Emboar-20.jpg
Ghost,resize_Drifblim-12.jpg
Ice,resize_Avalugg-29.jpg
Grass,resize_Oddish-34.png
Rock,resize_Roggenrola-27.jpg
Steel,resize_Dialga-19.png
Electric,resize_Pachirisu-21.jpg
Psychic,resize_Wynaut-21.png
Electric,resize_Shinx-8.png
Bug,resize_ScizorMega Scizor-12.png
Electric,resize_Eelektrik-1.png
Dark,resize_Zorua-7.jpg
Normal,resize_Spinda-10.png
Fire,resize_CameruptMega Camerupt-11.jpg
Poison,resize_Arbok-29.png
Bug,resize_Illumise-32.png
Bug,resize_Ninjask-1.png
Water,resize_Sharpedo-24.png
Bug,resize_Ninjask-18.png
Psychic,resize_Victini-2.png
Normal,resize_Dodrio-3.png
Psychic,resize_Kadabra-11.jpg
Grass,resize_Cherubi-11.png
Fighting,resize_LucarioMega Lucario-30.png
Steel,resize_Klinklang-30.png
Bug,resize_Genesect-7.jpg
Steel,resize_AggronMega Aggron-27.jpg
Ghost,resize_Lampent-19.jpg
Normal,resize_Swablu-32.jpg
Normal,resize_Regigigas-27.png
Electric,resize_Electrike-4.png
Fighting,resize_LucarioMega Lucario-24.png
Psychic,resize_Chingling-33.png
Grass,resize_Chikorita-0.png
Steel,resize_Beldum-4.png
Normal,resize_Regigigas-33.png
Water,resize_Chinchou-19.png
Water,resize_Goldeen-3.jpg
Poison,resize_Skrelp-16.jpg
Bug,resize_Illumise-26.png
Electric,resize_Jolteon-7.jpg
Rock,resize_Roggenrola-33.jpg
Ghost,resize_Duskull-18.jpg
Rock,resize_Barbaracle-11.png
Water,resize_Greninja-20.jpg
Dark,resize_Mandibuzz-14.gif
Rock,resize_Graveler-28.png
Ghost,resize_Dusknoir-12.png
Fire,resize_Entei-20.jpg
Grass,resize_Exeggcute-26.jpg
Fairy,resize_Xerneas-2.png
Grass,resize_Oddish-20.png
Water,resize_Politoed-6.png
Poison,resize_Ekans-3.jpg
Steel,resize_Klink-9.jpg
Water,resize_Gyarados-16.jpg
Grass,resize_Budew-20.jpg
Steel,resize_Dialga-25.png
Ghost,resize_Phantump-28.png
Fighting,resize_Hitmonlee-2.png
Steel,resize_Registeel-20.jpg
Grass,resize_Cottonee-9.jpg
Fighting,resize_Pangoro-32.png
Ground,resize_Sandslash-12.jpg
Psychic,resize_Musharna-21.jpg
Fighting,resize_MedichamMega Medicham-1.png
Water,resize_Dewott-28.png
Dragon,resize_Salamence-0.png
Fighting,resize_Pangoro-9.jpg
Water,resize_Huntail-33.jpg
Ghost,resize_GiratinaAltered Forme-33.png
Psychic,resize_MewtwoMega Mewtwo X-27.jpg
Steel,resize_Honedge-23.png
Dragon,resize_Fraxure-31.png
Water,resize_Chinchou-31.png
Grass,resize_Pansage-7.png
Dragon,resize_SalamenceMega Salamence-5.png
Water,resize_Vaporeon-6.jpg
Poison,resize_Arbok-15.png
Water,resize_Mantine-17.png
Water,resize_Samurott-23.jpg
Fighting,resize_Lucario-6.png
Grass,resize_Snover-6.png
Poison,resize_Nidorino-29.jpg
Water,resize_Relicanth-0.png
Grass,resize_Grotle-12.png
Normal,resize_Farfetch'd-5.png
Water,resize_Remoraid-33.png
Grass,resize_Grovyle-2.png
Water,resize_GyaradosMega Gyarados-18.png
Grass,resize_Foongus-27.png
Normal,resize_Bouffalant-2.png
Normal,resize_Smeargle-21.png
Fighting,resize_LucarioMega Lucario-18.png
Poison,resize_Nidoqueen-12.jpg
Ice,resize_Walrein-6.png
Water,resize_Chinchou-25.png
Ground,resize_Krokorok-10.jpg
Ground,resize_Gligar-1.png
Ground,resize_Hippopotas-1.png
Fire,resize_Pignite-33.jpg
Rock,resize_Solrock-12.png
Grass,resize_Chespin-8.jpg
Psychic,resize_GardevoirMega Gardevoir-9.jpg
Normal,resize_Girafarig-17.jpg
Grass,resize_Chesnaught-32.png
Poison,resize_Garbodor-3.png
Ghost,resize_Duskull-24.jpg
Grass,resize_Grovyle-24.jpg
Normal,resize_Buneary-13.jpg
Steel,resize_Registeel-34.jpg
Dark,resize_Scraggy-5.jpg
Steel,resize_SteelixMega Steelix-0.png
Poison,resize_Grimer-33.jpg
Steel,resize_AggronMega Aggron-33.png
Normal,resize_Swablu-26.png
Water,resize_GyaradosMega Gyarados-24.jpg
Water,resize_Clauncher-15.png
Steel,resize_Klinklang-24.jpg
Fire,resize_Moltres-16.png
Water,resize_Alomomola-30.png
Poison,resize_Nidorino-15.png
Fire,resize_Heatran-9.jpg
Grass,resize_Grovyle-18.png
Grass,resize_Amoonguss-19.png
Normal,resize_Swablu-1.png
Water,resize_Lombre-3.png
Electric,resize_Eelektross-3.png
Grass,resize_Leafeon-15.png
Rock,resize_Archeops-11.png
Dark,resize_Darkrai-21.jpg
Normal,resize_Rattata-26.jpg
Normal,resize_Kecleon-4.jpg
Ice,resize_GlalieMega Glalie-1.jpg
Fighting,resize_Lucario-22.jpg
Rock,resize_Tyranitar-29.png
Steel,resize_Beldum-13.jpg
Water,resize_Seismitoad-16.jpg
Normal,resize_Rattata-32.jpg
Electric,resize_Luxio-9.png
Ghost,resize_Trevenant-23.png
Ghost,resize_Litwick-13.png
Normal,resize_Purugly-19.png
Bug,resize_Swadloon-8.jpg
Water,resize_Greninja-34.png
Electric,resize_Zebstrika-13.jpg
Water,resize_Carvanha-3.png
Fire,resize_Charizard-13.jpg
Ghost,resize_Dusknoir-4.png
Dark,resize_Pawniard-5.png
Water,resize_Alomomola-24.png
Water,resize_Poliwag-6.gif
Water,resize_Frillish-22.png
Fighting,resize_Tyrogue-29.png
Water,resize_Kyogre-24.png
Fighting,resize_Hitmonlee-19.jpg
Fire,resize_Arcanine-5.jpg
Ground,resize_Gligar-11.png
Psychic,resize_Chingling-27.jpg
Water,resize_GyaradosMega Gyarados-30.jpg
Ghost,resize_Banette-17.jpg
Psychic,resize_GalladeMega Gallade-10.png
Fighting,resize_Hitmonlee-31.jpg
Dark,resize_Liepard-22.png
Dragon,resize_Fraxure-25.jpg
Ghost,resize_Lampent-31.png
Dark,resize_Absol-23.jpg
Water,resize_Marill-22.jpg
Poison,resize_Croagunk-5.png
Fire,resize_Fennekin-6.png
Psychic,resize_MewtwoMega Mewtwo X-33.png
Water,resize_Clauncher-29.png
Steel,resize_Klinklang-18.jpg
Bug,resize_Wurmple-5.jpg
Grass,resize_Leafeon-29.png
Water,resize_Huntail-27.png
Fighting,resize_Pangoro-26.jpg
Rock,resize_Graveler-14.jpg
Rock,resize_Tyranitar-15.png
Normal,resize_Meowth-11.png
Ghost,resize_Mismagius-21.png
Normal,resize_Purugly-31.png
Steel,resize_Dialga-31.jpg
Water,resize_Quagsire-9.png
Grass,resize_Amoonguss-25.png
Grass,resize_Exeggutor-14.jpg
Fighting,resize_Machamp-23.jpg
Dragon,resize_LatiasMega Latias-26.jpg
Grass,resize_Grovyle-30.png
Normal,resize_Purugly-25.png
Dark,resize_Absol-7.png
Poison,resize_Skorupi-3.jpg
Fire,resize_Vulpix-0.jpg
Grass,resize_Chesnaught-26.jpg
Grass,resize_Amoonguss-31.png
Poison,resize_Nidoran♂-16.gif
Ghost,resize_Duskull-30.png
Ice,resize_Vanilluxe-8.jpg
Ice,resize_Avalugg-15.png
Fire,resize_Ninetales-17.jpg
Normal,resize_Loudred-6.png
Fire,resize_Pignite-27.png
Ghost,resize_Lampent-25.png
Psychic,resize_Sigilyph-1.png
Grass,resize_Foongus-33.jpg
Steel,resize_Klang-22.jpg
Bug,resize_Ninjask-24.jpg
Water,resize_Sharpedo-18.jpg
Normal,resize_Delcatty-1.png
Poison,resize_Nidorina-10.png
Psychic,resize_AlakazamMega Alakazam-0.png
Normal,resize_Porygon-5.png
Water,resize_Feebas-9.png
Bug,resize_Larvesta-21.jpg
Water,resize_Kyogre-18.png
Fighting,resize_Hitmonlee-25.jpg
Water,resize_Remoraid-27.jpg
Electric,resize_ThundurusTherian Forme-27.png
Electric,resize_Mareep-22.jpg
Grass,resize_AbomasnowMega Abomasnow-29.jpg
Water,resize_Lanturn-3.png
Normal,resize_Loudred-15.png
Grass,resize_Nuzleaf-16.jpg
Ground,resize_Sandslash-3.png
Fire,resize_Slugma-6.png
Fire,resize_Emboar-5.png
Psychic,resize_Wobbuffet-33.png
Electric,resize_Magnezone-27.jpg
Ground,resize_Stunfisk-29.png
Ice,resize_Swinub-7.jpg
Ground,resize_Marowak-11.jpg
Bug,resize_Venomoth-28.png
Water,resize_Totodile-15.png
Fire,resize_Torchic-34.png
Normal,resize_Furfrou-14.png
Fire,resize_Numel-0.png
Electric,resize_Voltorb-22.jpg
Electric,resize_Heliolisk-18.png
Water,resize_Goldeen-32.jpg
Water,resize_Qwilfish-0.png
Dark,resize_Houndoom-16.png
Dragon,resize_Druddigon-34.png
Fairy,resize_Togepi-24.jpg
Steel,resize_MetagrossMega Metagross-17.jpg
Grass,resize_Oddish-6.png
Ground,resize_Claydol-21.png
Normal,resize_Teddiursa-10.jpg
Psychic,resize_Woobat-13.png
Psychic,resize_Kirlia-29.jpg
Dragon,resize_Druddigon-20.png
Normal,resize_Skitty-16.png
Rock,resize_Gigalith-7.png
Bug,resize_Escavalier-4.png
Poison,resize_Crobat-17.jpg
Ground,resize_Golett-9.png
Poison,resize_Stunky-4.jpg
Grass,resize_Chikorita-12.jpg
Psychic,resize_HoopaHoopa Unbound-15.jpg
Water,resize_Piplup-32.jpg
Grass,resize_Bellossom-4.jpg
Psychic,resize_Wobbuffet-27.png
Electric,resize_Magnezone-33.jpg
Dragon,resize_KyuremBlack Kyurem-13.png
Dragon,resize_SalamenceMega Salamence-23.png
Electric,resize_ThundurusTherian Forme-33.png
Dark,resize_Deino-30.jpg
Bug,resize_Crustle-11.png
Electric,resize_Electrode-11.png
Grass,resize_Cacturne-21.png
Water,resize_Samurott-0.png
Psychic,resize_Mewtwo-15.jpg
Dragon,resize_Zygarde50% Forme-28.png
Flying,resize_Noivern-1.png
Steel,resize_AegislashShield Forme-30.png
Rock,resize_Golem-4.jpg
Ghost,resize_Yamask-6.jpg
Rock,resize_AerodactylMega Aerodactyl-27.jpg
Ground,resize_Sandile-7.png
Grass,resize_Abomasnow-12.png
Electric,resize_Shinx-20.png
Poison,resize_Crobat-3.png
Ghost,resize_Haunter-28.jpg
Grass,resize_AbomasnowMega Abomasnow-15.jpg
Normal,resize_Kangaskhan-17.jpg
Bug,resize_Parasect-8.png
Normal,resize_AudinoMega Audino-4.jpg
Normal,resize_Loudred-29.png
Psychic,resize_Grumpig-22.jpg
Fire,resize_CharizardMega Charizard X-4.png
Grass,resize_Sunflora-24.png
Rock,resize_Pupitar-5.png
Electric,resize_Heliolisk-24.png
Grass,resize_Serperior-6.png
Fighting,resize_Mienshao-23.jpg
Rock,resize_Kabutops-19.jpg
Bug,resize_Larvesta-2.png
Bug,resize_Beedrill-8.gif
Normal,resize_Starly-9.jpg
Dark,resize_Yveltal-27.jpg
Dragon,resize_Rayquaza-20.png
Fairy,resize_Togepi-18.jpg
Normal,resize_Glameow-27.png
Normal,resize_Blissey-2.png
Poison,resize_Drapion-0.jpg
Psychic,resize_Wynaut-3.png
Water,resize_Totodile-29.png
Fairy,resize_Snubbull-33.jpg
Water,resize_Froakie-32.jpg
Ghost,resize_Cofagrigus-30.png
Normal,resize_Furfrou-28.png
Water,resize_Wooper-24.jpg
Electric,resize_Heliolisk-30.png
Psychic,resize_Kirlia-15.jpg
Dark,resize_Yveltal-33.jpg
Bug,resize_Crustle-1.png
Grass,resize_Roserade-2.png
Dragon,resize_Rayquaza-34.png
Steel,resize_AegislashShield Forme-5.png
Steel,resize_Doublade-5.png
Electric,resize_Shinx-34.png
Dragon,resize_Reshiram-3.png
Water,resize_Feebas-17.png
Psychic,resize_Duosion-3.jpg
Dragon,resize_Zygarde50% Forme-14.png
Normal,resize_Bouffalant-11.png
Steel,resize_AegislashShield Forme-24.png
Psychic,resize_DeoxysAttack Forme-28.jpg
Poison,resize_Drapion-28.gif
Water,resize_Simipour-0.jpg
Psychic,resize_Wynaut-1.png
Normal,resize_Deerling-4.jpg
Poison,resize_Drapion-2.jpg
Dragon,resize_Rayquaza-22.png
Water,resize_Poliwag-16.png
Water,resize_BlastoiseMega Blastoise-2.png
Fighting,resize_Mienshao-21.jpg
Bug,resize_Larvesta-0.png
Rock,resize_Pupitar-7.png
Grass,resize_Sunflora-26.png
Dark,resize_Hydreigon-8.png
Ground,resize_Krookodile-8.jpg
Normal,resize_AudinoMega Audino-6.jpg
Grass,resize_Nuzleaf-28.jpg
Psychic,resize_Grumpig-20.jpg
Ground,resize_Rhyhorn-29.gif
Poison,resize_Crobat-1.png
Grass,resize_AbomasnowMega Abomasnow-17.jpg
Water,resize_Shellder-16.jpg
Ice,resize_Froslass-4.jpg
Ghost,resize_Gastly-25.png
Electric,resize_Shinx-22.png
Rock,resize_Golem-6.jpg
Steel,resize_AegislashShield Forme-26.png
Grass,resize_Hoppip-8.jpg
Rock,resize_Cradily-12.jpg
Normal,resize_Bunnelby-13.jpg
Fairy,resize_Togekiss-4.jpg
Water,resize_Feebas-15.png
Psychic,resize_Grumpig-34.jpg
Normal,resize_Patrat-17.png
Fire,resize_Blaziken-12.png
Water,resize_Magikarp-10.png
Rock,resize_AerodactylMega Aerodactyl-31.jpg
Steel,resize_Doublade-7.png
Normal,resize_Skitty-28.png
Grass,resize_Roserade-0.png
Electric,resize_Elekid-0.png
Bug,resize_Crustle-3.png
Psychic,resize_Kirlia-17.jpg
Dragon,resize_AltariaMega Altaria-32.jpg
Dark,resize_Yveltal-31.jpg
Bug,resize_Pinsir-23.jpg
Electric,resize_Heliolisk-32.png
Ghost,resize_Cofagrigus-26.png
Normal,resize_PidgeotMega Pidgeot-14.png
Water,resize_Wooper-32.jpg
Dragon,resize_Dratini-34.png
Water,resize_Froakie-24.jpg
Fighting,resize_Throh-17.jpg
Fairy,resize_Togepi-26.jpg
Fire,resize_Typhlosion-8.png
Water,resize_Goldeen-30.jpg
Water,resize_Qwilfish-2.png
Normal,resize_Furfrou-16.png
Fire,resize_Torchic-0.jpg
Psychic,resize_Reuniclus-3.png
Water,resize_Piplup-24.jpg
Fire,resize_Magby-23.jpg
Psychic,resize_Wobbuffet-31.png
Fire,resize_Emboar-7.png
Electric,resize_Elekid-22.jpg
Fire,resize_Slugma-4.png
Rock,resize_Bastiodon-21.jpg
Ice,resize_Swinub-10.jpg
Normal,resize_Kangaskhan-29.jpg
Ghost,resize_Haunter-16.jpg
Water,resize_Lanturn-1.png
Psychic,resize_Chimecho-2.png
Electric,resize_Electrode-13.png
Water,resize_Feebas-29.png
Bug,resize_Crustle-13.png
Electric,resize_ThundurusTherian Forme-31.png
Dragon,resize_SalamenceMega Salamence-21.png
Dark,resize_Deino-32.jpg
Dragon,resize_KyuremBlack Kyurem-11.png
Grass,resize_Bellossom-6.jpg
Electric,resize_Magnezone-31.jpg
Water,resize_Froakie-18.jpg
Fighting,resize_Sawk-9.jpg
Rock,resize_Gigalith-5.png
Psychic,resize_Drowzee-21.jpg
Bug,resize_Escavalier-6.png
Poison,resize_Zubat-28.png
Fire,resize_Fletchinder-23.jpg
Psychic,resize_Woobat-11.png
Dragon,resize_Druddigon-22.png
Normal,resize_Wigglytuff-7.png
Water,resize_Goldeen-24.jpg
Rock,resize_Kabutops-33.jpg
Grass,resize_Exeggutor-16.jpg
Normal,resize_Girafarig-15.png
Dark,resize_Scraggy-7.png
Steel,resize_SteelixMega Steelix-2.jpg
Water,resize_Wailord-24.gif
Poison,resize_Grimer-31.png
Steel,resize_Dialga-33.jpg
Normal,resize_Purugly-33.png
Poison,resize_Zubat-8.png
Ground,resize_Hippopotas-3.jpg
Rock,resize_Tyranitar-17.png
Ground,resize_Krokorok-12.png
Fighting,resize_Pangoro-24.jpg
Normal,resize_Rattata-18.jpg
Dark,resize_Darkrai-0.png
Rock,resize_Solrock-10.jpg
Poison,resize_Nidoqueen-10.png
Ghost,resize_GiratinaAltered Forme-25.jpg
Grass,resize_Foongus-25.jpg
Normal,resize_Smeargle-23.jpg
Water,resize_Chinchou-27.jpg
Water,resize_Marill-20.jpg
Normal,resize_Swablu-18.png
Fire,resize_Fennekin-4.png
Ghost,resize_Lampent-33.png
Dark,resize_Absol-21.jpg
Water,resize_Remoraid-31.jpg
Water,resize_Seel-12.jpg
Grass,resize_Grotle-10.jpg
Poison,resize_Skrelp-28.png
Psychic,resize_GalladeMega Gallade-12.png
Fighting,resize_Hitmonlee-27.jpg
Fighting,resize_Tyrogue-17.png
Psychic,resize_AlakazamMega Alakazam-2.png
Poison,resize_Arbok-17.jpg
Fighting,resize_Lucario-4.jpg
Normal,resize_Delcatty-3.png
Poison,resize_Nidorina-12.png
Water,resize_Samurott-21.png
Steel,resize_Klang-20.jpg
Poison,resize_Nidoqueen-1.gif
Grass,resize_Foongus-31.jpg
Ghost,resize_GiratinaAltered Forme-31.jpg
Psychic,resize_MewtwoMega Mewtwo X-25.png
Psychic,resize_Sigilyph-3.png
Normal,resize_Regigigas-19.jpg
Water,resize_Chinchou-33.jpg
Dragon,resize_Fraxure-33.jpg
Steel,resize_AggronMega Aggron-19.png
Normal,resize_Loudred-4.png
Psychic,resize_Mew-8.jpg
Water,resize_Seismitoad-28.jpg
Water,resize_Huntail-31.png
Dragon,resize_LatiasMega Latias-30.jpg
Poison,resize_Ekans-1.png
Steel,resize_Registeel-22.png
Poison,resize_Grimer-25.png
Grass,resize_Grovyle-32.png
Steel,resize_Dialga-27.jpg
Dark,resize_Absol-5.png
Grass,resize_Exeggcute-24.png
Steel,resize_Beldum-11.jpg
Fighting,resize_Lucario-20.jpg
Rock,resize_Archeops-13.png
Water,resize_Huntail-19.png
Grass,resize_Oddish-22.jpg
Fairy,resize_Xerneas-0.jpg
Grass,resize_Leafeon-17.png
Water,resize_Lombre-1.png
Dark,resize_Malamar-28.gif
Electric,resize_Eelektross-1.png
Normal,resize_Girafarig-29.png
Rock,resize_Barbaracle-13.jpg
Poison,resize_Nidorino-17.png
Water,resize_Alomomola-32.png
Electric,resize_Jolteon-5.png
Ghost,resize_Banette-29.jpg
Steel,resize_Klinklang-26.jpg
Water,resize_Clauncher-17.png
Electric,resize_Electrike-6.jpg
Ghost,resize_GiratinaAltered Forme-19.jpg
Normal,resize_Swablu-24.png
Normal,resize_PidgeotMega Pidgeot-9.png
Psychic,resize_MewtwoMega Mewtwo X-19.png
Psychic,resize_Kadabra-13.png
Water,resize_GyaradosMega Gyarados-32.jpg
Grass,resize_Cherubi-13.jpg
Ground,resize_Drilbur-20.jpg
Normal,resize_Regigigas-25.jpg
Psychic,resize_Chingling-25.jpg
Rock,resize_Shieldon-8.jpg
Steel,resize_AggronMega Aggron-25.png
Water,resize_Alomomola-26.png
Electric,resize_Plusle-27.gif
Water,resize_Sharpedo-26.jpg
Psychic,resize_Victini-0.jpg
Ghost,resize_Dusknoir-6.png
Electric,resize_Voltorb-0.png
Fire,resize_Charizard-11.jpg
Dark,resize_Pawniard-7.png
Rock,resize_Roggenrola-25.png
Electric,resize_Pachirisu-23.png
Fire,resize_CameruptMega Camerupt-13.png
Normal,resize_Spinda-12.jpg
Normal,resize_Staravia-10.jpg
Ghost,resize_Phantump-16.jpg
Fire,resize_Pignite-19.png
Ghost,resize_Trevenant-21.png
Normal,resize_Watchog-8.png
Fighting,resize_Lucario-34.jpg
Fire,resize_Emboar-22.png
Ghost,resize_Drifblim-10.png
Fighting,resize_Machop-22.gif
Grass,resize_Snover-4.png
Water,resize_Corphish-8.png
Bug,resize_Ninjask-26.png
Water,resize_Mantine-15.png
Water,resize_Remoraid-25.png
Dragon,resize_SalamenceMega Salamence-7.png
Water,resize_Lotad-4.jpg
Bug,resize_Larvesta-23.png
Water,resize_Vaporeon-4.jpg
Grass,resize_Pansage-5.png
Ghost,resize_Lampent-27.jpg
Psychic,resize_Chingling-19.png
Steel,resize_Honedge-21.png
Poison,resize_Grimer-1.png
Dragon,resize_Salamence-2.png
Ground,resize_Sandslash-10.jpg
Fighting,resize_MedichamMega Medicham-3.png
Psychic,resize_Musharna-23.jpg
Fire,resize_Pignite-25.jpg
Fire,resize_Ninetales-15.png
Fighting,resize_Pangoro-30.png
Poison,resize_Skorupi-1.png
Fire,resize_Vulpix-2.png
Ghost,resize_Duskull-32.jpg
Ground,resize_Hippowdon-9.png
Rock,resize_Roggenrola-19.jpg
Grass,resize_Chesnaught-24.png
Normal,resize_Buneary-11.jpg
Grass,resize_Grovyle-26.jpg
Fighting,resize_Machamp-21.png
Ghost,resize_Duskull-26.jpg
Dragon,resize_LatiasMega Latias-24.png
Grass,resize_Chesnaught-30.png
Ghost,resize_GourgeistAverage Size-26.gif
Grass,resize_Amoonguss-27.jpg
Water,resize_Huntail-25.jpg
Normal,resize_Meowth-13.jpg
Ghost,resize_Mismagius-23.jpg
Grass,resize_Exeggcute-18.jpg
Fire,resize_Pignite-31.jpg
Ground,resize_Gligar-3.png
Rock,resize_Graveler-16.png
Poison,resize_Croagunk-7.jpg
Dragon,resize_Fraxure-27.png
Steel,resize_AegislashBlade Forme-8.png
Psychic,resize_MewtwoMega Mewtwo X-31.jpg
Normal,resize_Bouffalant-0.png
Ghost,resize_Banette-15.png
Grass,resize_Grovyle-0.png
Bug,resize_Ninjask-32.png
Dark,resize_Liepard-20.jpg
Normal,resize_Farfetch'd-7.png
Water,resize_Relicanth-2.png
Fire,resize_Arcanine-7.png
Ground,resize_Gligar-13.jpg
Bug,resize_Genesect-5.jpg
Fighting,resize_LucarioMega Lucario-32.png
Normal,resize_Dodrio-1.png
Water,resize_Remoraid-19.png
Bug,resize_Ninjask-3.png
Bug,resize_Illumise-30.png
Normal,resize_Furret-29.gif
Psychic,resize_Wynaut-23.png
Poison,resize_Grimer-19.jpg
Electric,resize_Eelektrik-3.png
Bug,resize_ScizorMega Scizor-10.png
Ghost,resize_Gengar-9.png
Water,resize_Gyarados-28.jpg
Grass,resize_Chesnaught-18.png
Dark,resize_Umbreon-8.jpg
Water,resize_Dewott-16.png
Grass,resize_Exeggcute-30.jpg
Water,resize_Starmie-26.gif
Psychic,resize_DeoxysDefense Forme-4.png
Grass,resize_Vileplume-3.png
Fire,resize_Delphox-2.png
Fire,resize_Ninetales-29.png
Ghost,resize_Litwick-11.jpg
Normal,resize_Rattata-24.png
Dark,resize_Darkrai-23.png
Water,resize_Politoed-4.png
Fire,resize_Entei-22.jpg
Ghost,resize_Dusknoir-10.png
Ice,resize_GlalieMega Glalie-3.png
Fighting,resize_Pangoro-18.png
Grass,resize_ShayminSky Forme-3.png
Water,resize_Greninja-22.jpg
Dragon,resize_LatiasMega Latias-18.png
Rock,resize_Roggenrola-31.jpg
Water,resize_Sharpedo-32.png
Fire,resize_Moltres-14.jpg
Rock,resize_Shieldon-16.gif
Water,resize_Frillish-34.jpg
Bug,resize_Illumise-24.png
Water,resize_Kyogre-32.jpg
Poison,resize_Skrelp-14.jpg
Ground,resize_Drilbur-34.png
Steel,resize_Beldum-6.png
Grass,resize_Chikorita-2.png
Steel,resize_AggronMega Aggron-31.jpg
Fighting,resize_LucarioMega Lucario-26.png
Grass,resize_Foongus-19.png
Water,resize_GyaradosMega Gyarados-26.png
Normal,resize_Bouffalant-13.jpg
Steel,resize_Klink-26.gif
Ghost,resize_BanetteMega Banette-10.png
Dragon,resize_Zygarde50% Forme-16.jpg
Electric,resize_Magnemite-12.gif
Psychic,resize_Duosion-1.png
Grass,resize_Sunflora-32.jpg
Normal,resize_Glameow-31.jpg
Water,resize_Milotic-8.png
Psychic,resize_Alakazam-13.png
Fairy,resize_Cleffa-9.jpg
Grass,resize_Gogoat-33.png
Normal,resize_Aipom-22.png
Poison,resize_Crobat-29.png
Normal,resize_Blissey-0.jpg
Bug,resize_Venomoth-16.jpg
Grass,resize_Gogoat-27.png
Ghost,resize_Cofagrigus-32.jpg
Dragon,resize_Dratini-20.jpg
Fire,resize_Cyndaquil-4.png
Dark,resize_Houndoom-28.jpg
Electric,resize_Rotom-11.jpg
Grass,resize_Serperior-4.jpg
Electric,resize_Heliolisk-26.jpg
Normal,resize_Glameow-25.jpg
Normal,resize_Taillow-8.jpg
Dark,resize_Yveltal-25.png
Dragon,resize_AltariaMega Altaria-26.png
Ground,resize_Sandile-5.jpg
Fighting,resize_MedichamMega Medicham-23.png
Water,resize_Poliwrath-0.png
Fire,resize_CharizardMega Charizard X-6.jpg
Ice,resize_Glaceon-8.png
Normal,resize_Kangaskhan-15.png
Fire,resize_Pyroar-10.png
Electric,resize_Magnezone-19.png
Steel,resize_AegislashShield Forme-32.jpg
Ghost,resize_Yamask-4.png
Water,resize_Piplup-18.png
Electric,resize_Mareep-34.png
Water,resize_Samurott-2.jpg
Psychic,resize_Mewtwo-17.png
Dark,resize_Weavile-21.jpg
Psychic,resize_HoopaHoopa Unbound-17.png
Poison,resize_Stunky-6.png
Grass,resize_Chikorita-10.png
Rock,resize_Rampardos-4.png
Ice,resize_Articuno-31.jpg
Psychic,resize_DeoxysAttack Forme-16.png
Psychic,resize_Wobbuffet-25.jpg
Grass,resize_Simisage-34.jpg
Fire,resize_Torchic-22.jpg
Bug,resize_Paras-3.png
Grass,resize_Carnivine-11.png
Normal,resize_Patrat-6.png
Normal,resize_PidgeotMega Pidgeot-28.jpg
Fighting,resize_Gurdurr-10.png
Electric,resize_Voltorb-34.png
Poison,resize_Crobat-15.png
Grass,resize_Shroomish-23.jpg
Ground,resize_Claydol-23.jpg
Fairy,resize_Togepi-32.png
Normal,resize_Skitty-14.jpg
Psychic,resize_Gallade-21.jpg
Dark,resize_Houndoom-14.jpg
Normal,resize_Glameow-19.jpg
Steel,resize_MetagrossMega Metagross-15.png
Water,resize_Dewgong-11.png
Ground,resize_Stunfisk-0.png
Dark,resize_Yveltal-19.png
Poison,resize_Dragalge-16.png
Ground,resize_Marowak-13.png
Fire,resize_Numel-2.jpg
Ice,resize_Articuno-25.jpg
Ice,resize_Swinub-5.png
Electric,resize_Magnezone-25.png
Electric,resize_Mareep-20.png
Dark,resize_Pawniard-13.jpg
